Date,Precipitation [mm/day],Discharge [m^3/s],Mean Temperature [C],Minimum Temperature [C],Maximum Temperature [C],Photoperiod [hr]
1997.11.13,4.03892,13.5071,-5.56293,-8.10334,-3.02252,9.514073
1997.11.14,3.85966,14.3283,-4.15746,-5.44449,-2.87042,9.469851
1997.11.15,0.00670615,15.6875,-7.49374,-11.3618,-3.62568,9.426281
1997.11.16,0,15.1778,-11.1073,-17.8944,-4.32024,9.383389
1997.11.17,0,14.5548,-10.4617,-17.8535,-3.0699,9.341200
1997.11.18,0,17.5847,-9.00307,-13.7743,-4.23188,9.299742
1997.11.19,0,19.2554,-7.89996,-11.1821,-4.61786,9.259041
1997.11.20,0,18.8307,-6.2728,-8.44617,-4.09944,9.219126
1997.11.21,1.71222,19.2837,-10.6978,-15.8587,-5.53696,9.180023
1997.11.22,2.638,17.2732,-8.19097,-10.8028,-5.57913,9.141760
1997.11.23,0.0051665,16.4237,-10.826,-14.1645,-7.48742,9.104367
1997.11.24,0.0234372,16.1406,-14.6981,-23.6161,-5.78016,9.067871
1997.11.25,0,15.8574,-1.66894,-8.87138,5.53349,9.032300
1997.11.26,0,18.1228,0.345338,-3.92098,4.61165,8.997684
1997.11.27,0.00388443,20.3881,1.30493,-3.099,5.70886,8.964050
1997.11.28,0.00388443,22.0871,-2.25596,-9.41452,4.90261,8.931426
1997.11.29,0,22.3703,-2.24155,-9.2715,4.78841,8.899842
1997.11.30,0,22.6534,-2.07417,-7.22376,3.07543,8.869324
1997.12.01,0,23.2198,-3.24886,-5.51771,-0.979997,8.839901
1997.12.02,0.700361,22.9366,-1.45164,-2.97653,0.0732589,8.811600
1997.12.03,0.241798,22.0871,-3.75196,-6.16738,-1.33655,8.784447
1997.12.04,0.168132,21.5208,-7.23516,-9.54551,-4.9248,8.758469
1997.12.05,0.505508,20.9544,-7.3494,-10.2158,-4.48295,8.733691
1997.12.06,0.0826207,20.6713,-5.5272,-7.45406,-3.60034,8.710138
1997.12.07,0.00233066,20.1049,-4.51716,-6.40182,-2.63251,8.687834
1997.12.08,0,19.8218,-5.24887,-7.03921,-3.45853,8.666803
1997.12.09,0.0360562,19.5386,-4.44457,-6.35392,-2.53521,8.647066
1997.12.10,0,19.2554,-4.51423,-6.6011,-2.42735,8.628645
1997.12.11,0,18.9723,-5.57176,-7.77295,-3.37057,8.611560
1997.12.12,0,18.6891,-5.70342,-9.50767,-1.89916,8.595830
1997.12.13,0,18.4059,-3.47389,-8.22231,1.27454,8.581472
1997.12.14,0,18.1228,-1.27547,-6.54354,3.99259,8.568503
1997.12.15,0,17.9812,0.509109,-5.40479,6.42301,8.556939
1997.12.16,0,17.8396,0.196642,-5.02558,5.41886,8.546791
1997.12.17,0,17.5564,-2.3549,-7.3187,2.6089,8.538073
1997.12.18,0,17.2732,-0.476179,-4.77496,3.8226,8.530796
1997.12.19,0,16.9901,-1.78296,-5.31185,1.74593,8.524967
1997.12.20,0,16.7069,-8.61579,-14.5275,-2.7041,8.520594
1997.12.21,0,16.4237,-5.42769,-9.59888,-1.25649,8.517683
1997.12.22,0,16.1406,-4.66492,-7.28393,-2.0459,8.516237
1997.12.23,0,15.8574,-7.02269,-12.8138,-1.23156,8.516260
1997.12.24,0,15.5742,-5.15764,-8.74857,-1.56671,8.517751
1997.12.25,0,15.2911,-6.66982,-11.1288,-2.21085,8.520709
1997.12.26,0.248699,15.0079,-6.79985,-11.0426,-2.55707,8.525131
1997.12.27,0,14.8663,-9.64188,-17.0074,-2.27639,8.531013
1997.12.28,0.878003,14.7247,-6.47715,-10.3549,-2.59944,8.538349
1997.12.29,0.569284,14.5832,-6.58589,-9.9166,-3.25517,8.547130
1997.12.30,2.12695,14.4416,-8.04789,-11.7811,-4.31463,8.557347
1997.12.31,0.42782,14.3,-18.6333,-27.0272,-10.2394,8.568989
1998.01.01,0,14.1584,-8.76774,-17.2151,-0.3204,8.586254
1998.01.02,0,14.0168,-4.22788,-11.0299,2.57417,8.601124
1998.01.03,0,13.8752,-11.3686,-20.4907,-2.24638,8.617373
1998.01.04,0,13.7336,-16.3712,-22.8192,-9.92326,8.634982
1998.01.05,1.43726,13.5921,-7.83291,-12.7847,-2.8811,8.653933
1998.01.06,2.95088,13.4505,-6.00862,-9.55518,-2.46205,8.674205
1998.01.07,0,13.3089,-11.8289,-17.3813,-6.27646,8.695779
1998.01.08,0.00437549,13.1673,-7.81428,-11.3672,-4.26136,8.718632
1998.01.09,0.749479,13.1673,-11.5765,-19.3813,-3.77178,8.742741
1998.01.10,0.422332,13.0257,-21.9884,-25.8712,-18.1056,8.768082
1998.01.11,0.703058,13.0257,-22.4386,-26.3633,-18.5139,8.794631
1998.01.12,1.09573,12.8841,-22.4637,-26.3034,-18.6241,8.822363
1998.01.13,0,12.8841,-25.972,-31.6388,-20.3052,8.851251
1998.01.14,2.48496,12.7426,-20.8073,-27.3993,-14.2153,8.881268
1998.01.15,0.00529424,12.7426,-17.442,-23.7824,-11.1017,8.912388
1998.01.16,0.141445,12.601,-10.788,-14.8892,-6.68686,8.944583
1998.01.17,0.109074,12.601,-10.0388,-13.6837,-6.39377,8.977825
1998.01.18,0.649681,12.4594,-10.785,-13.1852,-8.38477,9.012086
1998.01.19,0.0177535,12.4594,-15.4888,-23.162,-7.81556,9.047338
1998.01.20,0,12.4594,-16.0861,-24.3834,-7.78885,9.083552
1998.01.21,0,12.3178,-9.7537,-14.1181,-5.38931,9.120700
1998.01.22,0.284005,12.3178,-7.38369,-10.3191,-4.44824,9.158753
1998.01.23,0.422137,12.1762,-5.56577,-7.81508,-3.31645,9.197684
1998.01.24,0.0261947,12.1762,-6.97302,-9.82268,-4.12335,9.237463
1998.01.25,0.347396,12.1762,-6.43831,-8.60812,-4.26849,9.278063
1998.01.26,0.0854247,12.1762,-5.84826,-7.82052,-3.876,9.319455
1998.01.27,0,12.0346,-5.73774,-7.13378,-4.34169,9.361613
1998.01.28,0,12.0346,-4.64073,-8.20682,-1.07463,9.404509
1998.01.29,0,12.0346,-5.63608,-10.6333,-0.63886,9.448117
1998.01.30,0.013984,12.0346,-7.75496,-12.4436,-3.06636,9.492409
1998.01.31,0.00621509,12.0346,-4.82491,-7.32152,-2.3283,9.537359
1998.02.01,0,12.0346,-4.16309,-6.61941,-1.70677,9.582943
1998.02.02,0.558874,12.0346,-7.43494,-12.7135,-2.15634,9.629135
1998.02.03,0.00055125,12.0346,-15.5861,-23.8947,-7.27761,9.675910
1998.02.04,0,12.0346,-12.3616,-21.2437,-3.47957,9.723245
1998.02.05,0,12.0346,-8.63963,-14.2989,-2.98038,9.771116
1998.02.06,0,12.1762,-7.10259,-12.4362,-1.76894,9.819500
1998.02.07,0,12.1762,-4.4336,-13.5619,4.69474,9.868375
1998.02.08,0,12.3178,-3.18887,-11.7545,5.37678,9.917719
1998.02.09,0,12.3178,-1.7247,-7.25302,3.80361,9.967511
1998.02.10,0,12.4594,-3.507,-5.51796,-1.49604,10.017730
1998.02.11,0,12.4594,-4.20415,-6.34796,-2.06034,10.068357
1998.02.12,0,12.4594,-5.02949,-6.91617,-3.1428,10.119372
1998.02.13,0.980055,12.4594,-5.19404,-7.70115,-2.68692,10.170756
1998.02.14,0.234754,12.4594,-3.81175,-5.89313,-1.73037,10.222491
1998.02.15,1.79643,12.601,-1.11529,-4.58372,2.35314,10.274560
1998.02.16,0.764325,12.7426,2.31601,0.188022,4.44399,10.326946
1998.02.17,1.56763,12.8841,2.49471,0.51759,4.47184,10.379632
1998.02.18,0.130848,13.1673,2.03373,0.642387,3.42508,10.432602
1998.02.19,0.0194175,13.5921,1.3522,-0.0209736,2.72537,10.485841
1998.02.20,0.11176,14.0168,0.501596,-1.2314,2.23459,10.539335
1998.02.21,0.0363007,14.4416,0.105481,-1.71421,1.92517,10.593069
1998.02.22,0,15.2911,1.37028,-1.59299,4.33354,10.647029
1998.02.23,0.173137,16.4237,4.35644,1.57592,7.13695,10.701202
1998.02.24,0.0153734,17.5564,3.78717,-1.77299,9.34732,10.755576
1998.02.25,3.01039,19.8218,3.87026,-0.231149,7.97166,10.810138
1998.02.26,1.32223,22.0871,4.63449,2.47673,6.79224,10.864876
1998.02.27,1.02152,22.6251,3.35059,0.639714,6.06146,10.919779
1998.02.28,3.23959,22.5402,-0.23846,-1.29981,0.822893,10.974837
1998.03.01,4.64991,22.795,-0.920697,-2.80729,0.965895,11.030038
1998.03.02,0.131749,22.6818,-0.806563,-2.81972,1.20659,11.085372
1998.03.03,0.578118,22.1154,-4.98185,-8.1039,-1.85979,11.140831
1998.03.04,0,21.3509,-4.8471,-7.90145,-1.79275,11.196403
1998.03.05,0.0579521,20.5297,-4.26897,-7.23305,-1.30489,11.252081
1998.03.06,2.27697,20.8128,-4.77291,-7.68456,-1.86125,11.307856
1998.03.07,0,20.6429,-5.65168,-10.2247,-1.07863,11.363718
1998.03.08,0.0132358,20.2748,-6.20464,-10.2736,-2.13569,11.419661
1998.03.09,0,19.5669,-12.0133,-18.8589,-5.16784,11.475675
1998.03.10,0,18.6891,-17.5249,-22.6712,-12.3785,11.531754
1998.03.11,0,17.8396,-16.6026,-22.6846,-10.5207,11.587891
1998.03.12,0,16.9901,-13.5909,-20.5928,-6.58893,11.644077
1998.03.13,0.230395,16.7069,-8.68111,-14.3986,-2.96364,11.700306
1998.03.14,0.0276132,17.075,-9.6034,-16.5386,-2.66819,11.756571
1998.03.15,0.0601903,18.4342,-6.60185,-10.9894,-2.21433,11.812865
1998.03.16,0.163671,17.5564,-6.67707,-11.3587,-1.99548,11.869183
1998.03.17,0,16.0556,-2.1747,-5.43595,1.08655,11.925517
1998.03.18,0,14.4133,0.193589,-3.50987,3.89705,11.981862
1998.03.19,0,14.2717,-1.25224,-7.56917,5.06468,12.038211
1998.03.20,0,14.0734,-0.596595,-7.25732,6.06413,12.094558
1998.03.21,0,13.9885,1.35653,-3.33997,6.05303,12.150897
1998.03.22,0.103548,13.762,1.36313,-2.26228,4.98854,12.207223
1998.03.23,0.169461,13.4788,-0.584628,-5.60454,4.43528,12.263528
1998.03.24,0,13.3655,-2.02047,-8.87175,4.83081,12.319808
1998.03.25,0.028349,13.4788,3.69948,-2.86413,10.2631,12.376057
1998.03.26,0.041081,14.2434,6.70553,2.70247,10.7086,12.432268
1998.03.27,0.128598,14.4133,5.8513,1.97712,9.72548,12.488435
1998.03.28,0.00091875,14.5832,8.76885,4.21273,13.325,12.544553
1998.03.29,1.59237,15.914,6.92845,0.92637,12.9305,12.600615
1998.03.30,4.32772,18.5192,3.14245,0.0702243,6.21467,12.656615
1998.03.31,0.666688,19.2271,0.780775,-4.40701,5.96856,12.712547
1998.04.01,9.99261,20.1899,1.83111,-2.12505,5.78728,12.768404
1998.04.02,0.0239875,20.7845,2.32766,-1.45412,6.10944,12.824180
1998.04.03,0.000410543,21.2093,3.8494,-4.20644,11.9052,12.879868
1998.04.04,0,21.0677,5.2518,-3.4861,13.9897,12.935462
1998.04.05,0,20.8695,6.55555,-1.10309,14.2142,12.990954
1998.04.06,0.945446,20.6996,7.07966,2.85421,11.3051,13.046336
1998.04.07,1.84592,20.8412,4.6906,2.35052,7.03068,13.101602
1998.04.08,1.52613,22.2853,4.17612,1.04525,7.307,13.156744
1998.04.09,0,22.6251,5.81958,-0.00722487,11.6464,13.211754
1998.04.10,0.00246326,22.2853,5.9736,-2.35024,14.2974,13.266624
1998.04.11,0.0873891,21.9172,8.59881,-1.93182,19.1295,13.321345
1998.04.12,2.60362,21.4925,14.4247,8.11127,20.7382,13.375909
1998.04.13,2.52527,21.5208,11.8231,7.57033,16.0758,13.430306
1998.04.14,0.997324,21.6907,6.91301,2.38423,11.4418,13.484527
1998.04.15,0,22.342,4.05732,-1.65165,9.76628,13.538563
1998.04.16,0,22.4552,2.87433,-3.61602,9.36468,13.592404
1998.04.17,0,21.9738,5.02881,-2.65627,12.7139,13.646038
1998.04.18,0.000410543,20.8695,6.65848,-1.59227,14.9092,13.699456
1998.04.19,0.0178889,20.02,7.12011,-1.14996,15.3902,13.752647
1998.04.20,0.132573,19.5952,7.8116,-0.34641,15.9696,13.805598
1998.04.21,0,18.8024,7.96041,-0.850202,16.771,13.858299
1998.04.22,0,17.8962,9.37901,-0.690854,19.4489,13.910736
1998.04.23,0,16.6786,12.1562,1.77114,22.5413,13.962897
1998.04.24,0,15.9707,14.4909,5.30992,23.672,14.014769
1998.04.25,0,15.461,13.3808,4.80796,21.9537,14.066339
1998.04.26,0,15.2911,10.5813,2.95867,18.204,14.117591
1998.04.27,0,15.2061,8.65834,-0.720171,18.0369,14.168513
1998.04.28,0,15.3194,9.58791,-0.364638,19.5405,14.219088
1998.04.29,0,14.7531,11.2604,0.607283,21.9136,14.269302
1998.04.30,0,14.1018,13.2024,2.41359,23.9913,14.319138
1998.05.01,0.593526,12.9974,14.8071,6.40579,23.2083,14.368580
1998.05.02,2.22547,12.4028,12.9667,5.91091,20.0224,14.417612
1998.05.03,0,11.6099,11.992,2.61344,21.3706,14.466216
1998.05.04,0,11.5249,14.4789,4.97533,23.9824,14.514374
1998.05.05,0.00483947,11.3834,12.2398,2.54606,21.9335,14.562068
1998.05.06,0,11.8931,13.488,3.73171,23.2442,14.609279
1998.05.07,0.160003,11.978,14.6162,5.88491,23.3475,14.655989
1998.05.08,6.7532,12.2045,13.12,7.84814,18.3918,14.702177
1998.05.09,2.00592,11.6948,13.9656,6.7622,21.1689,14.747824
1998.05.10,0.0229126,10.8737,13.7259,4.16047,23.2913,14.792909
1998.05.11,2.42141,11.2418,16.4952,10.3743,22.616,14.837411
1998.05.12,15.0607,11.8081,13.4503,8.96806,17.9325,14.881308
1998.05.13,4.65878,12.7426,11.8848,3.7648,20.0048,14.924580
1998.05.14,2.39842,12.9125,18.8252,11.457,26.1934,14.967204
1998.05.15,13.3857,14.9796,22.1721,15.8698,28.4744,15.009157
1998.05.16,17.4455,35.1128,17.7276,12.3626,23.0925,15.050418
1998.05.17,0.0521288,33.1307,16.9832,8.47164,25.4947,15.090962
1998.05.18,0.302382,30.299,22.1375,13.8273,30.4478,15.130767
1998.05.19,0.0398089,26.7877,20.1487,10.3051,29.9923,15.169810
1998.05.20,0,24.0126,14.6893,6.82446,22.5541,15.208066
1998.05.21,0,22.7667,15.1876,8.01748,22.3576,15.245511
1998.05.22,0,21.9172,13.8135,5.83108,21.7959,15.282123
1998.05.23,0,21.1243,13.07,6.49394,19.6461,15.317876
1998.05.24,0.162402,19.8784,15.0725,9.06998,21.075,15.352748
1998.05.25,0,18.774,16.2764,7.97798,24.5747,15.386713
1998.05.26,0.00561075,17.783,17.4904,8.88195,26.0989,15.419748
1998.05.27,0.0176164,16.5087,18.0231,9.97795,26.0682,15.451829
1998.05.28,7.05838,16.3954,19.6141,13.3701,25.8581,15.482932
1998.05.29,0,15.914,16.1661,7.21871,25.1135,15.513035
1998.05.30,18.2471,19.5386,12.9538,8.06285,17.8447,15.542114
1998.05.31,4.67432,23.4746,11.8443,6.19775,17.4908,15.570145
1998.06.01,9.214,21.8606,14.7374,8.03504,21.4397,15.597108
1998.06.02,10.5754,22.6534,13.1776,5.18099,21.1743,15.622979
1998.06.03,0.175461,21.8323,7.49364,1.97066,13.0166,15.647738
1998.06.04,0,21.181,8.5786,2.97417,14.183,15.671363
1998.06.05,0.245075,21.181,8.80445,3.78807,13.8208,15.693835
1998.06.06,0.250524,20.02,9.92594,6.33224,13.5196,15.715134
1998.06.07,0.0567855,18.774,9.46882,2.16404,16.7736,15.735242
1998.06.08,0,17.698,10.9744,2.68472,19.264,15.754140
1998.06.09,0,16.1972,14.0634,8.32753,19.7992,15.771811
1998.06.10,0,15.1495,13.593,8.27302,18.9129,15.788240
1998.06.11,16.5938,16.4804,14.7589,11.2222,18.2957,15.803412
1998.06.12,15.831,18.321,16.2559,13.487,19.0249,15.817311
1998.06.13,7.14103,19.482,17.0643,10.502,23.6266,15.829927
1998.06.14,0.35003,18.0944,19.0531,12.1602,25.946,15.841246
1998.06.15,3.08582,17.9812,19.2318,14.2563,24.2073,15.851258
1998.06.16,5.90543,18.6608,18.7806,14.3313,23.2298,15.859954
1998.06.17,0.724979,18.7457,18.8068,13.648,23.9657,15.867326
1998.06.18,18.1435,19.397,19.6304,14.7536,24.5072,15.873366
1998.06.19,12.1737,21.5208,18.0921,14.1099,22.0743,15.878070
1998.06.20,3.31763,22.0871,18.3962,13.3719,23.4204,15.881432
1998.06.21,0.0641773,21.181,18.8676,14.6211,23.1141,15.883450
1998.06.22,0.227807,20.4447,17.2944,12.957,21.6318,15.884123
1998.06.23,0,20.6429,15.6994,10.6336,20.7653,15.883450
1998.06.24,1.44067,21.181,19.9502,14.8251,25.0754,15.881433
1998.06.25,3.74873,22.795,21.8774,16.8462,26.9086,15.878074
1998.06.26,0.891114,23.1631,21.8887,15.7908,27.9866,15.873377
1998.06.27,25.7798,24.4374,22.3268,17.0182,27.6354,15.867346
1998.06.28,3.99672,25.5701,20.4487,13.4126,27.4848,15.859990
1998.06.29,0.798023,24.6356,19.4245,14.3663,24.4828,15.851314
1998.06.30,0.415318,23.8994,20.0908,14.5433,25.6384,15.841330
1998.07.01,0.0161316,23.5313,20.3459,14.4486,26.2431,15.830046
1998.07.02,0,22.795,20.581,13.7982,27.3638,15.817474
1998.07.03,1.91802,22.6251,21.3018,16.3345,26.2691,15.803627
1998.07.04,0.0214299,22.795,17.9948,11.5142,24.4753,15.788519
1998.07.05,8.30399,24.0693,18.3751,12.9492,23.8011,15.772164
1998.07.06,6.71346,25.0037,18.6027,15.7056,21.4999,15.754578
1998.07.07,29.4553,28.8831,19.191,15.5858,22.7961,15.735778
1998.07.08,1.79753,33.697,20.149,14.4741,25.8239,15.715782
1998.07.09,0,29.4495,21.9592,15.5707,28.3478,15.694607
1998.07.10,0,26.8726,23.114,17.0811,29.1468,15.672274
1998.07.11,0,25.117,23.9697,18.1358,29.8036,15.648801
1998.07.12,0,24.2958,24.6414,19.8177,29.465,15.624211
1998.07.13,0,23.4746,23.9616,16.895,31.0282,15.598523
1998.07.14,9.50014,22.9649,24.3132,17.8619,30.7645,15.571761
1998.07.15,18.7895,22.9932,23.0425,17.9145,28.1705,15.543945
1998.07.16,0,22.0871,18.0213,10.4302,25.6124,15.515099
1998.07.17,0.380251,21.3226,17.7174,11.3042,24.1306,15.485245
1998.07.18,2.95924,20.5863,19.416,13.2448,25.5873,15.454408
1998.07.19,1.11273,19.7085,22.0349,15.7184,28.3514,15.422610
1998.07.20,9.12341,18.9156,23.2738,15.5984,30.9493,15.389875
1998.07.21,3.22336,19.8218,21.9687,15.4752,28.4622,15.356228
1998.07.22,0,19.4253,17.8333,11.4262,24.2404,15.321692
1998.07.23,0,19.4253,16.6583,10.7767,22.5398,15.286290
1998.07.24,0,18.7174,15.7599,9.08864,22.4312,15.250048
1998.07.25,0,17.9529,17.139,9.6395,24.6384,15.212989
1998.07.26,0.0258364,17.0467,20.6411,13.5678,27.7143,15.175137
1998.07.27,2.99104,16.3671,19.6967,12.7825,26.6109,15.136515
1998.07.28,0,15.8008,20.9606,15.8168,26.1044,15.097147
1998.07.29,0.0192983,15.3194,18.3579,11.2595,25.4563,15.057057
1998.07.30,0.0272706,14.7814,17.155,9.49815,24.8119,15.016267
1998.07.31,0,14.1018,16.925,9.77334,24.0768,14.974800
1998.08.01,0,13.4222,18.6366,11.7677,25.5054,14.932679
1998.08.02,0,12.7142,20.9788,16.1326,25.8249,14.889925
1998.08.03,0.121895,12.1762,19.914,16.2861,23.5418,14.846561
1998.08.04,0.000468581,12.3178,20.4658,16.0504,24.8813,14.802608
1998.08.05,0.0605702,11.7232,22.027,16.1886,27.8654,14.758086
1998.08.06,0,11.3267,20.4403,12.9047,27.9758,14.713017
1998.08.07,0.00410543,11.1568,20.2246,12.6001,27.8491,14.667420
1998.08.08,0.0496409,11.3834,20.9249,15.7251,26.1248,14.621315
1998.08.09,0,11.2701,21.4167,14.5241,28.3093,14.574722
1998.08.10,0,10.9303,20.7595,12.8748,28.6441,14.527659
1998.08.11,0,10.817,20.5759,12.1718,28.98,14.480145
1998.08.12,0,10.6754,21.9462,14.7976,29.0948,14.432197
1998.08.13,0.0318435,10.5055,22.756,15.9747,29.5372,14.383833
1998.08.14,0,10.2507,22.9018,16.7113,29.0923,14.335070
1998.08.15,1.23008,9.74098,17.065,9.42163,24.7083,14.285923
1998.08.16,0.24496,9.45781,21.5914,13.9285,29.2542,14.236410
1998.08.17,3.67065,9.20296,21.7056,12.9674,30.4439,14.186546
1998.08.18,0.0045017,9.08969,17.9205,12.643,23.1979,14.136345
1998.08.19,10.2946,9.57108,20.6212,16.3182,24.9243,14.085822
1998.08.20,2.04634,10.5055,21.1467,15.1079,27.1855,14.034991
1998.08.21,0,10.4206,19.5711,11.6664,27.4759,13.983867
1998.08.22,7.77032,10.9869,20.7936,14.9821,26.6051,13.932461
1998.08.23,2.12079,11.1285,22.4026,17.7736,27.0317,13.880787
1998.08.24,0.0110612,10.3356,20.4817,13.189,27.7745,13.828858
1998.08.25,0.0439306,10.194,19.3529,12.2011,26.5046,13.776684
1998.08.26,0,10.1374,20.9862,13.288,28.6843,13.724278
1998.08.27,0.740617,10.0241,22.4612,16.7859,28.1366,13.671651
1998.08.28,2.87995,9.96751,20.2146,13.47,26.9591,13.618813
1998.08.29,0,9.5994,19.2995,11.9381,26.6608,13.565775
1998.08.30,0,9.57108,17.3207,9.29365,25.3477,13.512546
1998.08.31,0.381277,9.57108,18.558,9.45929,27.6567,13.459137
1998.09.01,10.0345,9.88256,19.1219,12.0175,26.2263,13.405557
1998.09.02,0.000985686,9.28791,14.1273,6.68844,21.5661,13.351814
1998.09.03,0.461511,9.11801,16.5498,8.58212,24.5175,13.297918
1998.09.04,0,9.08969,18.9769,9.37299,28.5808,13.243876
1998.09.05,0,9.08969,22.6697,15.0853,30.2541,13.189697
1998.09.06,0.031008,8.74989,20.8431,13.8039,27.8823,13.135389
1998.09.07,0,8.66494,15.6802,7.94982,23.4106,13.080958
1998.09.08,0,8.63662,13.2705,4.50779,22.0332,13.026413
1998.09.09,0.000410543,8.57999,16.0781,8.88105,23.2751,12.971760
1998.09.10,0,8.46672,21.2102,13.4291,28.9914,12.917007
1998.09.11,0.0605702,7.95702,23.9533,16.9815,30.9251,12.862160
1998.09.12,0.383261,7.90039,20.763,13.6641,27.8619,12.807225
1998.09.13,20.121,8.74989,18.754,14.127,23.381,12.752209
1998.09.14,12.3838,10.1091,19.8843,15.6832,24.0854,12.697118
1998.09.15,0,9.71266,16.9934,9.77291,24.2139,12.641958
1998.09.16,0.000410543,9.88256,17.7616,9.25347,26.2698,12.586735
1998.09.17,0,10.0808,19.8868,11.4753,28.2983,12.531454
1998.09.18,0,10.3073,21.4446,13.5607,29.3284,12.476122
1998.09.19,0,10.3073,23.0708,16.6296,29.512,12.420744
1998.09.20,0.00290196,10.1657,16.357,9.20713,23.5069,12.365325
1998.09.21,0.0052849,9.57108,10.4829,2.2899,18.6759,12.309871
1998.09.22,0,8.66494,8.8604,1.35835,16.3625,12.254388
1998.09.23,0.000410543,7.95702,10.7518,3.53892,17.9646,12.198881
1998.09.24,0.119062,7.5889,12.2418,4.92496,19.5587,12.143355
1998.09.25,0.622308,7.22078,14.0134,7.20053,20.8263,12.087816
1998.09.26,18.6926,7.95702,15.6808,10.6499,20.7117,12.032269
1998.09.27,1.9032,8.38177,13.7309,8.31547,19.1463,11.976721
1998.09.28,0.000410543,8.74989,13.5879,5.63674,21.539,11.921175
1998.09.29,0,9.25959,14.6477,8.14899,21.1464,11.865639
1998.09.30,7.79946,10.194,11.3977,6.00241,16.7929,11.810117
1998.10.01,0.0641461,10.4772,6.2575,0.0860235,12.429,11.754617
1998.10.02,0.000879124,10.3639,5.07593,-1.68856,11.8404,11.699143
1998.10.03,0,10.279,6.63168,1.51429,11.7491,11.643702
1998.10.04,1.25339,9.82593,7.99384,4.22731,11.7604,11.588300
1998.10.05,15.6904,10.0808,8.70313,5.48674,11.9195,11.532944
1998.10.06,8.73602,10.902,9.83221,7.15121,12.5132,11.477640
1998.10.07,0.983269,11.4683,8.69621,5.57029,11.8221,11.422395
1998.10.08,0.00388443,11.6948,7.21554,-0.449444,14.8805,11.367217
1998.10.09,0,11.5249,11.7609,5.12594,18.3959,11.312112
1998.10.10,0,11.4683,12.7785,7.54513,18.0119,11.257089
1998.10.11,1.17827,11.5533,12.2113,8.02673,16.3959,11.202154
1998.10.12,6.37729,12.0063,7.9601,2.47574,13.4445,11.147317
1998.10.13,0.968998,12.2612,3.61943,-0.691134,7.93,11.092585
1998.10.14,0,12.4311,5.20287,1.99833,8.40741,11.037968
1998.10.15,8.16625,13.7903,8.05624,5.02582,11.0867,10.983474
1998.10.16,32.0424,22.4835,10.0332,7.97475,12.0917,10.929114
1998.10.17,37.7729,31.7148,9.8163,6.70307,12.9295,10.874896
1998.10.18,2.01389,33.1307,6.79093,1.31195,12.2699,10.820832
1998.10.19,0.0726591,31.998,4.61983,1.44065,7.799,10.766932
1998.10.20,0.0362721,30.8653,3.0628,-1.90083,8.02644,10.713207
1998.10.21,0.910817,30.0158,4.52418,-1.54013,10.5885,10.659669
1998.10.22,0,29.7326,7.99335,0.235734,15.751,10.606329
1998.10.23,0,30.0158,11.6804,3.68413,19.6767,10.553200
1998.10.24,0,30.299,12.6235,3.87256,21.3745,10.500296
1998.10.25,6.5689,30.299,13.3431,8.12936,18.5569,10.447629
1998.10.26,1.01997,29.7326,10.203,7.24814,13.1578,10.395213
1998.10.27,0,28.6,9.70977,4.50752,14.912,10.343064
1998.10.28,0,27.8071,8.07757,0.164424,15.9907,10.291196
1998.10.29,1.582,26.6744,8.07272,3.81895,12.3265,10.239624
1998.10.30,1.86143,25.74,6.80832,3.97341,9.64323,10.188366
1998.10.31,0.0643379,24.8338,3.07969,-2.47148,8.63086,10.137437
1998.11.01,0.0159044,24.0693,4.90388,-0.10485,9.91262,10.086856
1998.11.02,0,23.333,2.51379,-2.26271,7.29029,10.036639
1998.11.03,0,22.342,0.492449,-4.43248,5.41738,9.986806
1998.11.04,0,21.4358,-2.46118,-7.25013,2.32777,9.937376
1998.11.05,0,20.7562,-3.45744,-6.90064,-0.0142347,9.888368
1998.11.06,0,20.1616,-3.86468,-5.20935,-2.52,9.839803
1998.11.07,0,19.4253,-1.81324,-3.05616,-0.570331,9.791701
1998.11.08,0.00783161,18.8024,-1.14595,-3.70734,1.41544,9.744085
1998.11.09,0.0051781,18.2643,-0.0646467,-2.13825,2.00896,9.696975
1998.11.10,9.73629,19.0289,0.352128,-1.09851,1.80277,9.650396
1998.11.11,6.85186,20.02,-3.24469,-6.21593,-0.273455,9.604370
1998.11.12,1.11644,20.3598,-9.04212,-14.1741,-3.91013,9.558921
1998.11.13,0.00442528,20.9261,-4.44972,-9.79924,0.899792,9.514073
1998.11.14,0.183487,19.3121,-1.33107,-4.43177,1.76962,9.469851
1998.11.15,3.0641,19.1422,-2.81337,-6.48657,0.859828,9.426281
1998.11.16,1.55072,19.3687,-2.91171,-4.86473,-0.95869,9.383389
1998.11.17,0.0881978,19.2837,-1.72445,-3.37384,-0.0750598,9.341200
1998.11.18,5.08059,19.4253,-1.36515,-3.20955,0.479262,9.299742
1998.11.19,6.14224,19.9917,-4.23516,-8.46727,-0.00304655,9.259041
1998.11.20,0.00388443,20.9544,-8.92243,-12.439,-5.40588,9.219126
1998.11.21,0.00388443,22.4269,-5.25012,-10.5787,0.0784504,9.180023
1998.11.22,1.50745,20.0483,0.339219,-4.08081,4.75925,9.141760
1998.11.23,0.319312,19.7085,1.69193,-2.69147,6.07533,9.104367
1998.11.24,0,20.02,0.193892,-5.43653,5.82432,9.067871
1998.11.25,0,20.5014,3.05703,0.116736,5.99733,9.032300
